ParticipantID,Condition,Handedness,TrialID,PhraseID,TargetPhrase,InputPhrase,TargetCharCount,InputCharCount,DurationSec,LevenshteinDist,TotalKeystrokes,WPM,CER,KSPC,BackspaceCount
debug-WE01,Proposed,L,1,448,arguing with the boss is futile,apple artho arguing with the boss ls future m is rubios futile,31,62,198.975669,31,85,3.6788417582855315,1.0,1.3709677419354838,13
debug-WE01,Proposed,L,2,225,listen to five hours of opera,listsn lieb listen to five hours or of opera,29,44,130.669198,15,120,3.948903091913061,0.5172413793103449,2.727272727272727,21
debug-WE01,Proposed,L,3,325,the fax machine is broken,the fax machine is broken,25,25,51.759759,0,40,5.564168102096456,0.0,1.6,1
debug-WE01,Proposed,L,4,238,this mission statement is baloney,thiis this mission statement is g baloney m is rally baloney,33,60,182.659002,27,137,3.8760750483023005,0.8181818181818182,2.283333333333333,36
debug-WE01,Proposed,L,5,349,if diplomacy does not work,if diplomacy dose does not swllti work,26,38,105.602866,12,75,4.204431345641699,0.46153846153846156,1.9736842105263157,18
