Timestamp,ParticipantID,Condition,Handedness,TrialID,EventType,EventData,ClientTimestamp
2026-01-04T12:47:08.049742,debug-p01,Keyboard,R,1,keydown,"{'key': 'w', 'code': 'KeyW'}",1767530413130
2026-01-04T12:47:08.049795,debug-p01,Keyboard,R,1,prediction_update,"{'count': 3, 'top': 's'}",1767530413149
2026-01-04T12:47:08.049802,debug-p01,Keyboard,R,1,keydown,"{'key': 'a', 'code': 'KeyA'}",1767530413297
2026-01-04T12:47:08.049808,debug-p01,Keyboard,R,1,prediction_update,"{'count': 9, 'top': 'wa'}",1767530413311
2026-01-04T12:47:08.049812,debug-p01,Keyboard,R,1,keydown,"{'key': 't', 'code': 'KeyT'}",1767530413566
2026-01-04T12:47:08.049816,debug-p01,Keyboard,R,1,prediction_update,"{'count': 10, 'top': 'war'}",1767530413579
2026-01-04T12:47:08.049821,debug-p01,Keyboard,R,1,keydown,"{'key': 'e', 'code': 'KeyE'}",1767530413811
2026-01-04T12:47:08.049825,debug-p01,Keyboard,R,1,prediction_update,"{'count': 10, 'top': 'ward'}",1767530413826
2026-01-04T12:47:08.049830,debug-p01,Keyboard,R,1,keydown,"{'key': 'r', 'code': 'KeyR'}",1767530413874
2026-01-04T12:47:08.049834,debug-p01,Keyboard,R,1,prediction_update,"{'count': 10, 'top': 'water'}",1767530413895
2026-01-04T12:47:08.049838,debug-p01,Keyboard,R,1,keydown,"{'key': 'Enter', 'code': 'Enter'}",1767530414614
2026-01-04T12:47:08.049843,debug-p01,Keyboard,R,1,confirm,{'word': 'water'},1767530414614
2026-01-04T12:47:09.905413,debug-p01,Keyboard,R,2,system,phrase_completed,1767530414644
2026-01-04T12:47:09.905437,debug-p01,Keyboard,R,2,system,next_phrase_clicked,1767530416646
