Timestamp,ParticipantID,Condition,Handedness,TrialID,TargetPhrase,InputPhrase,CompletionTime,CharCount,WPM,ErrorDist,BackspaceCount
2026-01-13T16:59:46.884903,debug-p01,Keyboard,R,1,I will meet you at noon,i will meet you at noon,11.134,23,24.79,1,0
2026-01-13T17:00:02.308772,debug-p01,Keyboard,R,2,accompanied by an adult,accompanied by an adult,15.424,23,17.89,0,3
2026-01-13T17:00:19.639539,debug-p01,Keyboard,R,3,raindrops keep falling on my head,raindrops keep falling on my head,17.22,33,23.0,0,3
2026-01-13T17:00:30.539309,debug-p01,Keyboard,R,4,the store will close at ten,the store will close at ten,10.856,27,29.85,0,0
2026-01-13T17:00:45.579920,debug-p01,Keyboard,R,5,apartments are too expensive,apartments are too expensive,15.03,28,22.36,0,2
