Timestamp,ParticipantID,Condition,Handedness,TrialID,TargetPhrase,InputPhrase,CompletionTime,CharCount,WPM,ErrorDist,BackspaceCount
2025-12-29T09:05:05.356927,debug,Proposed,R,1,my watch fell in the water,my watch fell in the water,34.558,26,9.03,0,0
2025-12-29T09:05:26.502924,debug,Proposed,R,2,prevailing wind from the east,prevailing wind from the east,19.125,29,18.20,0,0
2025-12-29T09:06:04.083097,debug,Proposed,R,3,never too rich and never too thin,never too rich and never too thin,35.562,33,11.14,0,0
2025-12-29T09:06:30.849525,debug,Proposed,R,4,breathing is difficult,breathing is difficult,24.731,22,10.67,0,0
2025-12-29T09:06:59.385014,debug,Proposed,R,5,I can see the rings on Saturn,i can see the rings on saturn,26.520,29,13.12,2,0
