Timestamp,ParticipantID,Condition,Handedness,TrialID,TargetGesture,TargetID,ReactionTimeMs
2026-01-20T19:34:14.649200+09:00,debug-EM09,Proposed,R,1.0,Neutral,0,1524.3172645568848
2026-01-20T19:34:26.825479+09:00,debug-EM09,Proposed,R,2.0,Victory,4,6280.956983566284
2026-01-20T19:34:31.956774+09:00,debug-EM09,Proposed,R,3.0,Fist,1,810.4469776153564
2026-01-20T19:34:41.838647+09:00,debug-EM09,Proposed,R,4.0,Gun,6,5574.368715286255
2026-01-20T19:34:48.684340+09:00,debug-EM09,Proposed,R,5.0,Neutral,0,2255.4359436035156
2026-01-20T19:34:56.102221+09:00,debug-EM09,Proposed,R,6.0,RockNRoll,5,1601.2659072875977
2026-01-20T19:35:05.964711+09:00,debug-EM09,Proposed,R,7.0,Neutral,0,1159.7416400909424
2026-01-20T19:35:16.061506+09:00,debug-EM09,Proposed,R,8.0,Victory,4,4070.9903240203857
2026-01-20T19:35:21.788590+09:00,debug-EM09,Proposed,R,9.0,Victory,4,1004.0404796600342
2026-01-20T19:35:26.956022+09:00,debug-EM09,Proposed,R,10.0,Victory,4,723.1345176696777
