ParticipantID,Condition,Handedness,TrialID,PhraseID,TargetPhrase,InputPhrase,TargetCharCount,InputCharCount,DurationSec,ActiveDurationSec,LevenshteinDist,TotalKeystrokes,WPM,ActiveWPM,MeanWordWPM,CER,KSPC,BackspaceCount
debug-MT10,Keyboard,R,1,148,make my day you sucker,make my day you sucker,22,22,10.911,8.403,0,51,23.095958207313725,29.989289539450198,20.924774731481655,0.0,2.3181818181818183,0
debug-MT10,Keyboard,R,2,145,stay away from strangers,stay away from strangers,24,24,12.578,11.001000000000001,0,41,21.943075210685326,25.088628306517585,26.218969682219832,0.0,1.7083333333333333,6
debug-MT10,Keyboard,R,3,209,rain rain go away,rain rain go away,17,17,5.397,3.823,0,24,35.57531962201223,50.22233847763536,32.32178946498396,0.0,1.411764705882353,0
debug-MT10,Keyboard,R,4,262,valid until the end of the year,valid until the end of the near year,31,36,15.788,11.835,5,50,26.602482898403853,35.48795944233206,32.79010486660818,0.16129032258064516,1.3888888888888888,3
debug-MT10,Keyboard,R,5,447,nothing wrong with his style,nothing wrong with huis his style,28,33,10.366,7.558,5,41,37.0441829056531,50.80709182323366,36.02317459464623,0.17857142857142858,1.2424242424242424,3
