Timestamp,ParticipantID,Condition,Handedness,TrialID,TargetGesture,TargetID,ReactionTimeMs
2026-01-16T21:29:00.229559+09:00,debug-HW04,Proposed,R,1.0,Gun,6,1082.4522972106934
2026-01-16T21:29:05.682984+09:00,debug-HW04,Proposed,R,2.0,RockNRoll,5,1065.6342506408691
2026-01-16T21:29:11.116586+09:00,debug-HW04,Proposed,R,3.0,Victory,4,1065.8841133117676
2026-01-16T21:29:16.452841+09:00,debug-HW04,Proposed,R,4.0,RockNRoll,5,1065.5326843261719
2026-01-16T21:29:23.621206+09:00,debug-HW04,Proposed,R,5.0,Gun,6,2778.075933456421
2026-01-16T21:29:29.173367+09:00,debug-HW04,Proposed,R,6.0,RockNRoll,5,1123.3415603637695
2026-01-16T21:29:34.593126+09:00,debug-HW04,Proposed,R,7.0,ThumbsUp,7,1147.4013328552246
2026-01-16T21:29:40.414666+09:00,debug-HW04,Proposed,R,8.0,FingerPoint,3,1521.4436054229736
2026-01-16T21:29:45.957434+09:00,debug-HW04,Proposed,R,9.0,RockNRoll,5,1122.194528579712
2026-01-16T21:29:51.452787+09:00,debug-HW04,Proposed,R,10.0,RockNRoll,5,1048.321008682251
