Timestamp,ParticipantID,Condition,Handedness,TrialID,TargetPhrase,InputPhrase,CompletionTime,CharCount,WPM,ErrorDist,BackspaceCount
2026-01-05T16:49:17.780466,AM04,Keyboard,R,1,my watch fell in the water,my watch fell in the water,13.997,26,22.29,0,0
2026-01-05T16:49:32.782702,AM04,Keyboard,R,2,prevailing wind from the east,prevailing wind from the east,13.127,29,26.51,0,0
2026-01-05T16:49:55.529034,AM04,Keyboard,R,3,never too rich and never too thin,never too rich and never too thin,20.704,33,19.13,0,0
2026-01-05T16:50:08.126560,AM04,Keyboard,R,4,breathing is difficult,breathing is difficult,9.959,22,26.51,0,0
2026-01-05T16:50:21.004744,AM04,Keyboard,R,5,I can see the rings on Saturn,i can see the rings on saturn,10.833,29,32.12,2,0
2026-01-05T16:50:36.535813,AM04,Keyboard,R,6,physics and chemistry are hard,physics and chemistry are hard,13.672,30,26.33,0,0
2026-01-05T16:44:04.717644,AM04,Keyboard,R,7,my bank account is overdrawn,my bank account is overdrawn,-393.838,28,0.00,0,0
2026-01-05T16:51:17.666875,AM04,Keyboard,R,8,elections bring out the best,elections bring out the best,16.805,28,19.99,0,0
2026-01-05T16:51:43.155456,AM04,Keyboard,R,9,we are having spaghetti,we are having spaghetti,23.454,23,11.77,0,0
2026-01-05T16:51:51.677299,AM04,Keyboard,R,10,time to go shopping,time to go shopping,6.657,19,34.25,0,0
2026-01-05T16:52:03.837411,AM04,Keyboard,R,11,a problem with the engine,a problem with the engine,10.310,25,29.10,0,0
2026-01-05T16:52:15.183071,AM04,Keyboard,R,12,elephants are afraid of mice,elephants are afraid of mice,9.493,28,35.39,0,0
2026-01-05T16:52:30.215228,AM04,Keyboard,R,13,my favorite place to visit,my favorite place to visit,13.172,26,23.69,0,0
2026-01-05T16:52:44.166095,AM04,Keyboard,R,14,three two one zero blast off,three two one zero blast off,12.099,28,27.77,0,0
2026-01-05T16:53:00.511509,AM04,Keyboard,R,15,my favorite subject is psychology,my favorite subject is psychology,14.477,33,27.35,0,0
2026-01-05T16:53:15.527926,AM04,Keyboard,R,16,circumstances are unacceptable,circumstances are unacceptable,13.166,30,27.34,0,0
2026-01-05T16:53:35.292646,AM04,Keyboard,R,17,watch out for low flying objects,watch out for low flying objects,17.908,32,21.44,0,0
2026-01-05T16:53:55.987653,AM04,Keyboard,R,18,if at first you do not succeed,if at first you do not succeed,18.816,30,19.13,0,0
2026-01-05T16:54:17.330237,AM04,Keyboard,R,19,please provide your date of birth,please provide your date of birth,19.326,33,20.49,0,0
2026-01-05T16:54:33.940903,AM04,Keyboard,R,20,we run the risk of failure,we run the risk of failure,14.592,26,21.38,0,0
 
