ParticipantID,Condition,Handedness,TrialID,PhraseID,TargetPhrase,InputPhrase,TargetCharCount,InputCharCount,DurationSec,LevenshteinDist,TotalKeystrokes,WPM,CER,KSPC,BackspaceCount
debug-AM04,Proposed,R,1,442,spill coffee on the carpet,spil spil spill coffee on the carplet carplet carplet carpet,26,60,69.680562,34,77,10.16065283744411,1.3076923076923077,1.2833333333333334,10
debug-AM04,Proposed,R,2,227,victims deserve more redress,victims deserve more redress,28,28,19.797412,0,43,16.365775486210016,0.0,1.5357142857142858,7
debug-AM04,Proposed,R,3,246,we missed your birthday,se we missed your birthday,23,26,52.345226,3,76,5.731181674523671,0.13043478260869565,2.923076923076923,24
debug-AM04,Proposed,R,4,5,physics and chemistry are hard,physics and chemistry are hard,30,30,15.786385,0,75,22.044312234878344,0.0,2.5,17
debug-AM04,Proposed,R,5,286,house with new electrical panel,house with yes new electrical pane panel,31,40,31.834919,9,49,14.70083840954645,0.2903225806451613,1.225,3
