Timestamp,ParticipantID,Condition,Handedness,TrialID,TargetPhrase,InputPhrase,CompletionTime,CharCount,WPM,ErrorDist,BackspaceCount
2026-01-05T18:40:05.189106,debug-HY07,Proposed,R,1,my watch fell in the water,my watch fell in the water,115.171,26,2.71,0,0
2026-01-05T18:42:18.330025,debug-HY07,Proposed,R,2,prevailing wind from the east,prevailing wind from the east,131.269,29,2.65,0,0
2026-01-05T18:43:59.238423,debug-HY07,Proposed,R,3,never too rich and never too thin,never too rich and never too thin,99.058,33,4.00,0,0
2026-01-05T18:44:31.832661,debug-HY07,Proposed,R,4,breathing is difficult,breathing is difficult,30.738,22,8.59,0,0
2026-01-05T18:45:15.133821,debug-HY07,Proposed,R,5,I can see the rings on Saturn,i can see the rings on saturn,41.431,29,8.40,2,0
