Timestamp,ParticipantID,Condition,Handedness,TrialID,TargetPhrase,InputPhrase,CompletionTime,CharCount,WPM,ErrorDist,BackspaceCount
2026-01-05T11:48:51.723743,debug-p01,Keyboard,R,1,my watch fell in the water,my watch fell in the water,131.677,26,2.37,0,0
2026-01-05T11:52:56.397663,debug-p01,Keyboard,R,2,prevailing wind from the east,prevailing wind from the east,242.825,29,1.43,0,0
2026-01-05T11:53:15.078153,debug-p01,Keyboard,R,3,never too rich and never too thin,never too rich and never too thin,16.813,33,23.55,0,0
2026-01-05T11:53:32.524110,debug-p01,Keyboard,R,4,breathing is difficult,breathing is difficult,15.586,22,16.94,0,0
2026-01-05T11:53:46.818325,debug-p01,Keyboard,R,5,I can see the rings on Saturn,i can see the rings on saturn,12.432,29,27.99,2,0
