Timestamp,ParticipantID,Condition,Handedness,TrialID,EventType,EventData,ClientTimestamp
2026-01-05T16:56:32.422954,debug-AM04,Controller,R,1,system,test_started,1767631769925
2026-01-05T16:56:32.422972,debug-AM04,Controller,R,1,keydown,"{'key': 'm', 'code': 'KeyM'}",1767631773254
2026-01-05T16:56:32.422980,debug-AM04,Controller,R,1,prediction_update,"{'count': 6, 'top': 'm'}",1767631773278
2026-01-05T16:56:32.422985,debug-AM04,Controller,R,1,keydown,"{'key': 'y', 'code': 'KeyY'}",1767631774185
2026-01-05T16:56:32.422989,debug-AM04,Controller,R,1,prediction_update,"{'count': 10, 'top': 'mm'}",1767631774199
2026-01-05T16:56:32.422993,debug-AM04,Controller,R,1,keydown,"{'key': ' ', 'code': 'Space'}",1767631777754
2026-01-05T16:56:32.422997,debug-AM04,Controller,R,1,nav,"{'direction': 1, 'new_index': 1}",1767631777754
2026-01-05T16:56:32.423002,debug-AM04,Controller,R,1,keydown,"{'key': ' ', 'code': 'Space'}",1767631778226
2026-01-05T16:56:32.423006,debug-AM04,Controller,R,1,nav,"{'direction': 1, 'new_index': 2}",1767631778226
2026-01-05T16:56:32.423011,debug-AM04,Controller,R,1,keydown,"{'key': ' ', 'code': 'Space'}",1767631778518
2026-01-05T16:56:32.423015,debug-AM04,Controller,R,1,nav,"{'direction': 1, 'new_index': 3}",1767631778518
2026-01-05T16:56:32.423019,debug-AM04,Controller,R,1,keydown,"{'key': 'Enter', 'code': 'Enter'}",1767631779740
2026-01-05T16:56:32.423023,debug-AM04,Controller,R,1,confirm,{'word': 'my'},1767631779740
2026-01-05T16:56:38.496014,debug-AM04,Controller,R,1,keydown,"{'key': 'w', 'code': 'KeyW'}",1767631781560
2026-01-05T16:56:38.496038,debug-AM04,Controller,R,1,prediction_update,"{'count': 3, 'top': 's'}",1767631781586
2026-01-05T16:56:38.496045,debug-AM04,Controller,R,1,keydown,"{'key': 'a', 'code': 'KeyA'}",1767631782240
2026-01-05T16:56:38.496049,debug-AM04,Controller,R,1,prediction_update,"{'count': 9, 'top': 'wa'}",1767631782255
2026-01-05T16:56:38.496054,debug-AM04,Controller,R,1,keydown,"{'key': 't', 'code': 'KeyT'}",1767631783226
2026-01-05T16:56:38.496058,debug-AM04,Controller,R,1,prediction_update,"{'count': 10, 'top': 'war'}",1767631783240
2026-01-05T16:56:38.496062,debug-AM04,Controller,R,1,keydown,"{'key': 'c', 'code': 'KeyC'}",1767631784018
2026-01-05T16:56:38.496066,debug-AM04,Controller,R,1,prediction_update,"{'count': 10, 'top': 'ward'}",1767631784035
2026-01-05T16:56:38.496071,debug-AM04,Controller,R,1,keydown,"{'key': 'h', 'code': 'KeyH'}",1767631784517
2026-01-05T16:56:38.496075,debug-AM04,Controller,R,1,prediction_update,"{'count': 10, 'top': 'watch'}",1767631784532
2026-01-05T16:56:38.496080,debug-AM04,Controller,R,1,keydown,"{'key': 'Enter', 'code': 'Enter'}",1767631786365
2026-01-05T16:56:38.496084,debug-AM04,Controller,R,1,confirm,{'word': 'watch'},1767631786365
2026-01-05T16:56:43.319936,debug-AM04,Controller,R,1,keydown,"{'key': 'f', 'code': 'KeyF'}",1767631787351
2026-01-05T16:56:43.319953,debug-AM04,Controller,R,1,prediction_update,"{'count': 6, 'top': 'g'}",1767631787372
2026-01-05T16:56:43.319958,debug-AM04,Controller,R,1,keydown,"{'key': 'e', 'code': 'KeyE'}",1767631788156
2026-01-05T16:56:43.319963,debug-AM04,Controller,R,1,prediction_update,"{'count': 10, 'top': 'te'}",1767631788178
2026-01-05T16:56:43.319990,debug-AM04,Controller,R,1,keydown,"{'key': 'l', 'code': 'KeyL'}",1767631788642
2026-01-05T16:56:43.319996,debug-AM04,Controller,R,1,prediction_update,"{'count': 10, 'top': 'fel'}",1767631788656
2026-01-05T16:56:43.320000,debug-AM04,Controller,R,1,keydown,"{'key': 'l', 'code': 'KeyL'}",1767631788934
2026-01-05T16:56:43.320003,debug-AM04,Controller,R,1,prediction_update,"{'count': 10, 'top': 'bell'}",1767631788949
2026-01-05T16:56:43.320008,debug-AM04,Controller,R,1,keydown,"{'key': ' ', 'code': 'Space'}",1767631790420
2026-01-05T16:56:43.320011,debug-AM04,Controller,R,1,nav,"{'direction': 1, 'new_index': 1}",1767631790420
2026-01-05T16:56:43.320015,debug-AM04,Controller,R,1,keydown,"{'key': 'Enter', 'code': 'Enter'}",1767631791628
2026-01-05T16:56:43.320019,debug-AM04,Controller,R,1,confirm,{'word': 'fell'},1767631791628
2026-01-05T16:56:45.813393,debug-AM04,Controller,R,1,keydown,"{'key': 'i', 'code': 'KeyI'}",1767631792601
2026-01-05T16:56:45.813482,debug-AM04,Controller,R,1,prediction_update,"{'count': 2, 'top': 'i'}",1767631792623
2026-01-05T16:56:45.813490,debug-AM04,Controller,R,1,keydown,"{'key': 'n', 'code': 'KeyN'}",1767631792934
2026-01-05T16:56:45.813494,debug-AM04,Controller,R,1,prediction_update,"{'count': 10, 'top': 'in'}",1767631792949
2026-01-05T16:56:45.813499,debug-AM04,Controller,R,1,keydown,"{'key': 'Enter', 'code': 'Enter'}",1767631794324
2026-01-05T16:56:45.813503,debug-AM04,Controller,R,1,confirm,{'word': 'in'},1767631794324
2026-01-05T16:56:51.116194,debug-AM04,Controller,R,1,keydown,"{'key': 't', 'code': 'KeyT'}",1767631794892
2026-01-05T16:56:51.116217,debug-AM04,Controller,R,1,prediction_update,"{'count': 6, 'top': 'g'}",1767631794912
2026-01-05T16:56:51.116222,debug-AM04,Controller,R,1,keydown,"{'key': 'h', 'code': 'KeyH'}",1767631795642
2026-01-05T16:56:51.116227,debug-AM04,Controller,R,1,prediction_update,"{'count': 10, 'top': 'by'}",1767631795658
2026-01-05T16:56:51.116231,debug-AM04,Controller,R,1,keydown,"{'key': 'e', 'code': 'KeyE'}",1767631795878
2026-01-05T16:56:51.116235,debug-AM04,Controller,R,1,prediction_update,"{'count': 10, 'top': 'the'}",1767631795894
2026-01-05T16:56:51.116239,debug-AM04,Controller,R,1,keydown,"{'key': 'Enter', 'code': 'Enter'}",1767631797156
2026-01-05T16:56:51.116244,debug-AM04,Controller,R,1,confirm,{'word': 'the'},1767631797156
2026-01-05T16:56:55.305367,debug-AM04,Controller,R,1,keydown,"{'key': 'w', 'code': 'KeyW'}",1767631797990
2026-01-05T16:56:55.305388,debug-AM04,Controller,R,1,prediction_update,"{'count': 3, 'top': 's'}",1767631798011
2026-01-05T16:56:55.305393,debug-AM04,Controller,R,1,keydown,"{'key': 'a', 'code': 'KeyA'}",1767631798489
2026-01-05T16:56:55.305398,debug-AM04,Controller,R,1,prediction_update,"{'count': 9, 'top': 'wa'}",1767631798504
2026-01-05T16:56:55.305402,debug-AM04,Controller,R,1,keydown,"{'key': 't', 'code': 'KeyT'}",1767631799267
2026-01-05T16:56:55.305406,debug-AM04,Controller,R,1,prediction_update,"{'count': 10, 'top': 'war'}",1767631799281
2026-01-05T16:56:55.305415,debug-AM04,Controller,R,1,keydown,"{'key': 'e', 'code': 'KeyE'}",1767631799795
2026-01-05T16:56:55.305464,debug-AM04,Controller,R,1,prediction_update,"{'count': 10, 'top': 'ward'}",1767631799811
2026-01-05T16:56:55.305471,debug-AM04,Controller,R,1,keydown,"{'key': 'r', 'code': 'KeyR'}",1767631800281
2026-01-05T16:56:55.305475,debug-AM04,Controller,R,1,prediction_update,"{'count': 10, 'top': 'water'}",1767631800298
2026-01-05T16:56:55.305480,debug-AM04,Controller,R,1,keydown,"{'key': 'Enter', 'code': 'Enter'}",1767631801725
2026-01-05T16:56:55.305484,debug-AM04,Controller,R,1,confirm,{'word': 'water'},1767631801725
2026-01-05T16:56:57.177501,debug-AM04,Controller,R,2,system,phrase_completed,1767631801756
