Timestamp,ParticipantID,Condition,Handedness,TrialID,TargetPhrase,InputPhrase,CompletionTime,CharCount,WPM,ErrorDist,BackspaceCount
2026-01-04T12:37:19.826515,debug-p01,Keyboard,R,1,my watch fell in the water,my watch fell in the water,18.624,26,16.75,0,0
2026-01-04T12:37:33.547387,debug-p01,Keyboard,R,2,prevailing wind from the east,prevailing wind from the east,11.703,29,29.74,0,0
2026-01-04T12:37:50.982793,debug-p01,Keyboard,R,3,never too rich and never too thin,never too rich and never too thin,15.581,33,25.41,0,0
2026-01-04T12:38:08.228045,debug-p01,Keyboard,R,4,breathing is difficult,breathing is difficult,15.194,22,17.37,0,0
2026-01-04T12:38:24.591309,debug-p01,Keyboard,R,5,I can see the rings on Saturn,i can see the rings on saturn,14.501,29,24.00,2,0
