Timestamp,ParticipantID,Condition,TrialID,TargetPhrase,InputPhrase,CompletionTime,WPM,ErrorRate,BackspaceCount
2025-12-16T00:02:07.441993,p01,Proposed,1,my watch fell in the water,my watch fell in the water,32.849,9.50,0.0000,0
2025-12-16T00:02:24.216447,p01,Proposed,2,prevailing wind from the east,prevailing wind from the east,14.398,24.17,0.0000,0
2025-12-16T00:02:45.332016,p01,Proposed,3,never too rich and never too thin,never too rich and never too thin,18.750,21.12,0.0000,0
2025-12-16T00:03:04.957810,p01,Proposed,4,breathing is difficult,breathing is difficult,17.249,15.31,0.0000,0
2025-12-16T00:03:26.662232,p01,Proposed,5,I can see the rings on Saturn,i can see the rings on saturn,19.358,17.98,0.0690,0
