Timestamp,ParticipantID,Condition,TrialID,TargetPhrase,InputPhrase,CompletionTime,CharCount,ErrorDist,BackspaceCount
2025-12-18T07:29:19.163409,p01,Proposed,1,my watch fell in the water,my watch fell in the water,18.983,26,0,0
2025-12-18T07:29:32.933695,p01,Proposed,2,prevailing wind from the east,prevailing wind from the east,11.922,29,0,0
2025-12-18T07:29:48.851277,p01,Proposed,3,never too rich and never too thin,never too rich and never too thin,14.060,33,0,0
2025-12-18T07:30:05.113226,p01,Proposed,4,breathing is difficult,breathing is difficult,14.405,22,0,0
2025-12-18T07:30:18.598271,p01,Proposed,5,I can see the rings on Saturn,i can see the rings on saturn,11.458,29,2,0
