Timestamp,ParticipantID,Condition,TrialID,TargetPhrase,InputPhrase,CompletionTime,CharCount,ErrorDist,BackspaceCount
2025-12-16T02:02:37.587004,p01,Proposed,1,my watch fell in the water,my watch fell in the water,66.745,26,0,0
2025-12-16T02:03:34.413066,p01,Proposed,2,prevailing wind from the east,prevailing wind from the east,54.443,29,0,0
2025-12-16T02:04:09.554036,p01,Proposed,3,never too rich and never too thin,never too rich and never too thin,32.741,33,0,0
2025-12-16T02:04:23.227881,p01,Proposed,4,breathing is difficult,breathing is difficult,11.587,22,0,0
2025-12-16T02:04:45.394131,p01,Proposed,5,I can see the rings on Saturn,i can see the rings on saturn,20.097,29,2,0
