Timestamp,ParticipantID,Condition,TrialID,EventType,EventData,ClientTimestamp
2025-12-16T01:58:54.614102,p01,Keyboard,1,system,test_started,1765817931186
2025-12-16T01:58:54.614118,p01,Keyboard,1,keydown,"{'key': 'm', 'code': 'KeyM'}",1765817932399
2025-12-16T01:58:54.614124,p01,Keyboard,1,prediction_update,"{'count': 6, 'top': 'm'}",1765817932406
2025-12-16T01:58:54.614128,p01,Keyboard,1,keydown,"{'key': 'y', 'code': 'KeyY'}",1765817932646
2025-12-16T01:58:54.614132,p01,Keyboard,1,keydown,"{'key': ' ', 'code': 'Space'}",1765817932955
2025-12-16T01:58:54.614135,p01,Keyboard,1,nav,"{'direction': 1, 'new_index': 1}",1765817932955
2025-12-16T01:58:54.614139,p01,Keyboard,1,prediction_update,"{'count': 10, 'top': 'mm'}",1765817932967
2025-12-16T01:58:54.614143,p01,Keyboard,1,keydown,"{'key': ' ', 'code': 'Space'}",1765817933421
2025-12-16T01:58:54.614146,p01,Keyboard,1,nav,"{'direction': 1, 'new_index': 1}",1765817933421
2025-12-16T01:58:54.614149,p01,Keyboard,1,keydown,"{'key': ' ', 'code': 'Space'}",1765817933829
2025-12-16T01:58:54.614152,p01,Keyboard,1,nav,"{'direction': 1, 'new_index': 2}",1765817933829
2025-12-16T01:58:54.614156,p01,Keyboard,1,keydown,"{'key': ' ', 'code': 'Space'}",1765817934197
2025-12-16T01:58:54.614159,p01,Keyboard,1,nav,"{'direction': 1, 'new_index': 3}",1765817934197
2025-12-16T01:58:54.614162,p01,Keyboard,1,keydown,"{'key': 'Enter', 'code': 'Enter'}",1765817934591
2025-12-16T01:58:54.614165,p01,Keyboard,1,confirm,{'word': 'my'},1765817934591
2025-12-16T01:58:56.413641,p01,Keyboard,1,keydown,"{'key': 'w', 'code': 'KeyW'}",1765817934973
2025-12-16T01:58:56.413658,p01,Keyboard,1,keydown,"{'key': 'a', 'code': 'KeyA'}",1765817935027
2025-12-16T01:58:56.413663,p01,Keyboard,1,keydown,"{'key': 't', 'code': 'KeyT'}",1765817935193
2025-12-16T01:58:56.413666,p01,Keyboard,1,prediction_update,"{'count': 3, 'top': 's'}",1765817935295
2025-12-16T01:58:56.413670,p01,Keyboard,1,prediction_update,"{'count': 9, 'top': 'wa'}",1765817935340
2025-12-16T01:58:56.413674,p01,Keyboard,1,prediction_update,"{'count': 10, 'top': 'war'}",1765817935509
2025-12-16T01:58:56.413677,p01,Keyboard,1,keydown,"{'key': 'c', 'code': 'KeyC'}",1765817935515
2025-12-16T01:58:56.413680,p01,Keyboard,1,prediction_update,"{'count': 10, 'top': 'ward'}",1765817935555
2025-12-16T01:58:56.413684,p01,Keyboard,1,keydown,"{'key': 'h', 'code': 'KeyH'}",1765817935600
2025-12-16T01:58:56.413687,p01,Keyboard,1,prediction_update,"{'count': 10, 'top': 'watch'}",1765817935837
2025-12-16T01:58:56.413691,p01,Keyboard,1,keydown,"{'key': 'Enter', 'code': 'Enter'}",1765817936347
2025-12-16T01:58:56.413694,p01,Keyboard,1,confirm,{'word': 'watch'},1765817936347
2025-12-16T01:58:58.242549,p01,Keyboard,1,keydown,"{'key': 'f', 'code': 'KeyF'}",1765817936766
2025-12-16T01:58:58.242567,p01,Keyboard,1,keydown,"{'key': 'e', 'code': 'KeyE'}",1765817936978
2025-12-16T01:58:58.242571,p01,Keyboard,1,prediction_update,"{'count': 6, 'top': 'g'}",1765817937079
2025-12-16T01:58:58.242575,p01,Keyboard,1,keydown,"{'key': 'l', 'code': 'KeyL'}",1765817937117
2025-12-16T01:58:58.242578,p01,Keyboard,1,keydown,"{'key': 'l', 'code': 'KeyL'}",1765817937286
2025-12-16T01:58:58.242581,p01,Keyboard,1,prediction_update,"{'count': 10, 'top': 'te'}",1765817937296
2025-12-16T01:58:58.242585,p01,Keyboard,1,prediction_update,"{'count': 10, 'top': 'fel'}",1765817937343
2025-12-16T01:58:58.242588,p01,Keyboard,1,prediction_update,"{'count': 10, 'top': 'bell'}",1765817937436
2025-12-16T01:58:58.242591,p01,Keyboard,1,keydown,"{'key': ' ', 'code': 'Space'}",1765817937692
2025-12-16T01:58:58.242595,p01,Keyboard,1,nav,"{'direction': 1, 'new_index': 1}",1765817937692
2025-12-16T01:58:58.242598,p01,Keyboard,1,keydown,"{'key': 'Enter', 'code': 'Enter'}",1765817938126
