Timestamp,ParticipantID,Condition,TrialID,EventType,EventData,ClientTimestamp
2025-12-16T02:01:41.052281,p01,Proposed,1,system,test_started,1765818090898
2025-12-16T02:01:41.052295,p01,Proposed,1,keydown,"{'key': 'u', 'code': 'KeyU'}",1765818092947
2025-12-16T02:01:41.052300,p01,Proposed,1,prediction_update,"{'count': 6, 'top': 'm'}",1765818092958
2025-12-16T02:01:41.052304,p01,Proposed,1,keydown,"{'key': 'u', 'code': 'KeyU'}",1765818093166
2025-12-16T02:01:41.052308,p01,Proposed,1,prediction_update,"{'count': 10, 'top': 'mm'}",1765818093482
2025-12-16T02:01:41.052312,p01,Proposed,1,keydown,"{'key': 's', 'code': 'KeyS'}",1765818100081
2025-12-16T02:01:41.052315,p01,Proposed,1,prediction_update,"{'count': 10, 'top': 'uns'}",1765818100098
2025-12-16T02:01:41.052318,p01,Proposed,1,keydown,"{'key': ' ', 'code': 'Space'}",1765818100233
2025-12-16T02:01:41.052322,p01,Proposed,1,nav,"{'direction': 1, 'new_index': 1}",1765818100233
2025-12-16T02:01:41.052325,p01,Proposed,1,keydown,"{'key': 'Enter', 'code': 'Enter'}",1765818100540
2025-12-16T02:01:41.052329,p01,Proposed,1,confirm,{'word': 'hus'},1765818100540
2025-12-16T02:01:42.461749,p01,Proposed,1,keydown,"{'key': 'Backspace', 'code': 'Backspace'}",1765818102227
2025-12-16T02:01:42.461769,p01,Proposed,1,undo,{'removed_word': 'hus'},1765818102227
2025-12-16T02:02:04.193576,p01,Proposed,1,keydown,"{'key': 'Backspace', 'code': 'Backspace'}",1765818102662
2025-12-16T02:02:04.193603,p01,Proposed,1,keydown,"{'key': 'u', 'code': 'KeyU'}",1765818105515
2025-12-16T02:02:04.193612,p01,Proposed,1,keydown,"{'key': 'u', 'code': 'KeyU'}",1765818105706
2025-12-16T02:02:04.193618,p01,Proposed,1,prediction_update,"{'count': 6, 'top': 'm'}",1765818105838
2025-12-16T02:02:04.193624,p01,Proposed,1,prediction_update,"{'count': 10, 'top': 'mm'}",1765818106021
2025-12-16T02:02:04.193630,p01,Proposed,1,keydown,"{'key': ' ', 'code': 'Space'}",1765818107410
2025-12-16T02:02:04.193635,p01,Proposed,1,nav,"{'direction': 1, 'new_index': 1}",1765818107410
2025-12-16T02:02:04.193641,p01,Proposed,1,keydown,"{'key': 's', 'code': 'KeyS'}",1765818108295
2025-12-16T02:02:04.193647,p01,Proposed,1,prediction_update,"{'count': 10, 'top': 'uns'}",1765818108304
2025-12-16T02:02:04.193653,p01,Proposed,1,keydown,"{'key': 's', 'code': 'KeyS'}",1765818109136
2025-12-16T02:02:04.193659,p01,Proposed,1,prediction_update,"{'count': 10, 'top': 'muss'}",1765818109450
2025-12-16T02:02:04.193665,p01,Proposed,1,keydown,"{'key': 'Backspace', 'code': 'Backspace'}",1765818110268
2025-12-16T02:02:04.193672,p01,Proposed,1,prediction_update,"{'count': 10, 'top': 'uns'}",1765818110276
2025-12-16T02:02:04.193678,p01,Proposed,1,keydown,"{'key': 'Backspace', 'code': 'Backspace'}",1765818110627
2025-12-16T02:02:04.193684,p01,Proposed,1,prediction_update,"{'count': 10, 'top': 'mm'}",1765818110940
2025-12-16T02:02:04.193691,p01,Proposed,1,keydown,"{'key': 'Backspace', 'code': 'Backspace'}",1765818112705
2025-12-16T02:02:04.193697,p01,Proposed,1,prediction_update,"{'count': 6, 'top': 'm'}",1765818112714
2025-12-16T02:02:04.193704,p01,Proposed,1,keydown,"{'key': 'u', 'code': 'KeyU'}",1765818115284
2025-12-16T02:02:04.193709,p01,Proposed,1,prediction_update,"{'count': 10, 'top': 'mm'}",1765818115604
2025-12-16T02:02:04.193715,p01,Proposed,1,keydown,"{'key': ' ', 'code': 'Space'}",1765818122132
2025-12-16T02:02:04.193721,p01,Proposed,1,nav,"{'direction': 1, 'new_index': 1}",1765818122132
2025-12-16T02:02:04.193727,p01,Proposed,1,keydown,"{'key': ' ', 'code': 'Space'}",1765818122651
2025-12-16T02:02:04.193733,p01,Proposed,1,nav,"{'direction': 1, 'new_index': 2}",1765818122651
2025-12-16T02:02:04.193738,p01,Proposed,1,keydown,"{'key': ' ', 'code': 'Space'}",1765818122981
2025-12-16T02:02:04.193743,p01,Proposed,1,nav,"{'direction': 1, 'new_index': 3}",1765818122981
2025-12-16T02:02:04.193748,p01,Proposed,1,keydown,"{'key': 'Enter', 'code': 'Enter'}",1765818124202
2025-12-16T02:02:04.193754,p01,Proposed,1,confirm,{'word': 'my'},1765818124202
2025-12-16T02:02:13.521519,p01,Proposed,1,keydown,"{'key': 's', 'code': 'KeyS'}",1765818124931
2025-12-16T02:02:13.521542,p01,Proposed,1,keydown,"{'key': 'a', 'code': 'KeyA'}",1765818125125
2025-12-16T02:02:13.521550,p01,Proposed,1,prediction_update,"{'count': 3, 'top': 's'}",1765818125250
2025-12-16T02:02:13.521557,p01,Proposed,1,prediction_update,"{'count': 9, 'top': 'wa'}",1765818125448
2025-12-16T02:02:13.521563,p01,Proposed,1,keydown,"{'key': 'u', 'code': 'KeyU'}",1765818125852
2025-12-16T02:02:13.521569,p01,Proposed,1,prediction_update,"{'count': 10, 'top': 'way'}",1765818125863
2025-12-16T02:02:13.521575,p01,Proposed,1,keydown,"{'key': 'Backspace', 'code': 'Backspace'}",1765818127382
