Timestamp,ParticipantID,Condition,TrialID,TargetPhrase,InputPhrase,CompletionTime,CharCount,ErrorDist,BackspaceCount
2025-12-16T01:59:02.617038,p01,Keyboard,1,my watch fell in the water,my watch fell in the water,11.539,26,0,0
2025-12-16T01:59:14.564675,p01,Keyboard,2,prevailing wind from the east,prevailing wind from the east,9.565,29,0,0
2025-12-16T01:59:32.469009,p01,Keyboard,3,never too rich and never too thin,never too rich and never too thin,15.529,33,0,0
2025-12-16T01:59:41.257159,p01,Keyboard,4,breathing is difficult,breathing is difficult,6.404,22,0,0
2025-12-16T01:59:56.795170,p01,Keyboard,5,I can see the rings on Saturn,i can see the rings on saturn,13.146,29,2,0
