Timestamp,ParticipantID,Condition,TrialID,EventType,EventData,ClientTimestamp
2025-12-23T09:01:25.405911,p01,Proposed,1,system,test_started,1766480072256
2025-12-23T09:01:25.405942,p01,Proposed,1,keydown,"{'key': 'm', 'code': 'KeyM'}",1766480074725
2025-12-23T09:01:25.406387,p01,Proposed,1,prediction_update,"{'count': 6, 'top': 'm'}",1766480074908
2025-12-23T09:01:25.406398,p01,Proposed,1,keydown,"{'key': 'y', 'code': 'KeyY'}",1766480075108
2025-12-23T09:01:25.406403,p01,Proposed,1,prediction_update,"{'count': 10, 'top': 'mm'}",1766480076246
2025-12-23T09:01:25.406407,p01,Proposed,1,keydown,"{'key': ' ', 'code': 'Space'}",1766480077870
2025-12-23T09:01:25.406411,p01,Proposed,1,nav,"{'direction': 1, 'new_index': 1}",1766480077870
2025-12-23T09:01:25.406415,p01,Proposed,1,keydown,"{'key': ' ', 'code': 'Space'}",1766480077980
2025-12-23T09:01:25.406419,p01,Proposed,1,nav,"{'direction': 1, 'new_index': 2}",1766480077980
2025-12-23T09:01:25.406423,p01,Proposed,1,keydown,"{'key': ' ', 'code': 'Space'}",1766480078168
2025-12-23T09:01:25.406427,p01,Proposed,1,nav,"{'direction': 1, 'new_index': 3}",1766480078168
2025-12-23T09:01:25.406431,p01,Proposed,1,keydown,"{'key': 'Enter', 'code': 'Enter'}",1766480078940
2025-12-23T09:01:25.406435,p01,Proposed,1,confirm,{'word': 'my'},1766480078940
