Timestamp,ParticipantID,Condition,TrialID,TargetPhrase,InputPhrase,CompletionTime,CharCount,ErrorDist,BackspaceCount
2025-12-16T01:53:38.938788,p01,Controller,1,my watch fell in the water,my watch fell in the water,33.536,26,0,0
2025-12-16T01:54:15.646420,p01,Controller,2,prevailing wind from the east,prevailing wind from the east,34.323,29,0,0
2025-12-16T01:54:55.040214,p01,Controller,3,never too rich and never too thin,never too rich and never too thin,37.322,33,0,0
2025-12-16T01:55:13.642037,p01,Controller,4,breathing is difficult,breathing is difficult,16.995,22,0,0
2025-12-16T01:55:49.342636,p01,Controller,5,I can see the rings on Saturn,i can see the rings on saturn,33.320,29,2,0
