Timestamp,ParticipantID,Condition,TrialID,EventType,EventData,ClientTimestamp
2025-12-18T07:29:11.657611,p01,Proposed,1,system,test_started,1766042536710
2025-12-18T07:29:11.657631,p01,Proposed,1,keydown,"{'key': 'Process', 'code': 'KeyM'}",1766042544378
2025-12-18T07:29:11.657639,p01,Proposed,1,prediction_update,{'count': 0},1766042544396
2025-12-18T07:29:11.657643,p01,Proposed,1,keydown,"{'key': 'Process', 'code': 'KeyY'}",1766042544676
2025-12-18T07:29:11.657647,p01,Proposed,1,prediction_update,{'count': 0},1766042544690
2025-12-18T07:29:11.657651,p01,Proposed,1,keydown,"{'key': 'Process', 'code': 'Backspace'}",1766042545006
2025-12-18T07:29:11.657655,p01,Proposed,1,prediction_update,{'count': 0},1766042545019
2025-12-18T07:29:11.657659,p01,Proposed,1,keydown,"{'key': 'Process', 'code': 'Backspace'}",1766042545171
2025-12-18T07:29:11.657662,p01,Proposed,1,keydown,"{'key': 'm', 'code': 'KeyM'}",1766042545808
2025-12-18T07:29:11.657666,p01,Proposed,1,prediction_update,"{'count': 6, 'top': 'm'}",1766042545830
2025-12-18T07:29:11.657670,p01,Proposed,1,keydown,"{'key': 'y', 'code': 'KeyY'}",1766042546071
2025-12-18T07:29:11.657680,p01,Proposed,1,prediction_update,"{'count': 10, 'top': 'mm'}",1766042546101
2025-12-18T07:29:11.657684,p01,Proposed,1,keydown,"{'key': ' ', 'code': 'Space'}",1766042547384
2025-12-18T07:29:11.657688,p01,Proposed,1,nav,"{'direction': 1, 'new_index': 1}",1766042547384
2025-12-18T07:29:11.657692,p01,Proposed,1,keydown,"{'key': ' ', 'code': 'Space'}",1766042547713
2025-12-18T07:29:11.657695,p01,Proposed,1,nav,"{'direction': 1, 'new_index': 2}",1766042547713
2025-12-18T07:29:11.657699,p01,Proposed,1,keydown,"{'key': ' ', 'code': 'Space'}",1766042547894
2025-12-18T07:29:11.657703,p01,Proposed,1,nav,"{'direction': 1, 'new_index': 3}",1766042547894
2025-12-18T07:29:11.657707,p01,Proposed,1,keydown,"{'key': 'Enter', 'code': 'Enter'}",1766042548179
2025-12-18T07:29:11.657710,p01,Proposed,1,confirm,{'word': 'my'},1766042548179
2025-12-18T07:29:13.430632,p01,Proposed,1,keydown,"{'key': 'w', 'code': 'KeyW'}",1766042548577
2025-12-18T07:29:13.430646,p01,Proposed,1,prediction_update,"{'count': 3, 'top': 's'}",1766042548594
2025-12-18T07:29:13.430650,p01,Proposed,1,keydown,"{'key': 'a', 'code': 'KeyA'}",1766042548653
2025-12-18T07:29:13.430654,p01,Proposed,1,prediction_update,"{'count': 9, 'top': 'wa'}",1766042548680
2025-12-18T07:29:13.430658,p01,Proposed,1,keydown,"{'key': 't', 'code': 'KeyT'}",1766042548853
2025-12-18T07:29:13.430662,p01,Proposed,1,prediction_update,"{'count': 10, 'top': 'war'}",1766042548878
2025-12-18T07:29:13.430666,p01,Proposed,1,keydown,"{'key': 'c', 'code': 'KeyC'}",1766042549154
2025-12-18T07:29:13.430669,p01,Proposed,1,prediction_update,"{'count': 10, 'top': 'ward'}",1766042549187
2025-12-18T07:29:13.430673,p01,Proposed,1,keydown,"{'key': 'h', 'code': 'KeyH'}",1766042549266
2025-12-18T07:29:13.430677,p01,Proposed,1,prediction_update,"{'count': 10, 'top': 'watch'}",1766042549302
2025-12-18T07:29:13.430681,p01,Proposed,1,keydown,"{'key': 'Enter', 'code': 'Enter'}",1766042549949
2025-12-18T07:29:13.430684,p01,Proposed,1,confirm,{'word': 'watch'},1766042549949
2025-12-18T07:29:15.228803,p01,Proposed,1,keydown,"{'key': 'f', 'code': 'KeyF'}",1766042550498
2025-12-18T07:29:15.228821,p01,Proposed,1,prediction_update,"{'count': 6, 'top': 'g'}",1766042550577
